occ_title,employed,race,annual_salary
First-Line Supervisors of Retail Sales Workers,0.835227273,hispanic,45830
"Athletes, Coaches, Umpires, and Related Workers",0.613636364,hispanic,46460
"Therapists, All Other",0.676136364,hispanic,58600
Insurance Sales Agents,0.761363636,hispanic,67780
Architectural and Engineering Managers,0.380681818,hispanic,152930
"Judges, Magistrates, and Other Judicial Workers",0.488636364,hispanic,113470
Billing and Posting Clerks,0.892045455,hispanic,40620
Painting Workers,2.375,hispanic,40820
Recreation and Fitness Workers,0.579545455,hispanic,36830
Travel Agents,0.380681818,hispanic,44690
"Court, Municipal, and License Clerks",0.982954545,hispanic,42030
Credit Counselors and Loan Officers,0.659090909,hispanic,73750
Advertising Sales Agents,0.778409091,hispanic,64660
"Meeting, Convention, and Event Planners",0.676136364,hispanic,54880
Construction and Building Inspectors,0.727272727,hispanic,64390
Personal Financial Advisors,0.357954545,hispanic,119290
Designers,0.625,hispanic,51490
Telecommunications Line Installers and Repairers,1.403409091,hispanic,59670
Tour and Travel Guides,0.301136364,hispanic,30670
Aircraft Mechanics and Service Technicians,0.704545455,hispanic,67110
"Architects, Except Naval",0.482954545,hispanic,87060
Detectives and Criminal Investigators,0.477272727,hispanic,86030
"Arts, Design, Entertainment, Sports, and Media Occupations",0.659090909,hispanic,61960
Police and Sheriff's Patrol Officers,0.965909091,hispanic,67600
Legal Occupations,0.539772727,hispanic,109630
Physical Therapist Assistants and Aides,0.409090909,hispanic,48630
"Financial Clerks, All Other",0.875,hispanic,44740
Logging Workers,0.909090909,hispanic,42620
Miscellaneous Plant and System Operators,0.835227273,hispanic,68170
Management Occupations,0.607954545,hispanic,122480
"Property, Real Estate, and Community Association Managers",0.727272727,hispanic,71720
Public Relations Specialists,0.772727273,hispanic,70190
Highway Maintenance Workers,0.755681818,hispanic,42410
"Motor Vehicle Operators, All Other",1.056818182,hispanic,37300
Automotive Service Technicians and Mechanics,1.573863636,hispanic,44890
"Sales and Related Workers, All Other",0.789772727,hispanic,40620
"Maintenance and Repair Workers, General",1.142045455,hispanic,41960
"Installation, Maintenance, and Repair Occupations",1.153409091,hispanic,50130
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",1.147727273,hispanic,51420
Technical Writers,0.5,hispanic,76860
Photographers,0.698863636,hispanic,45440
Physician Assistants,0.488636364,hispanic,112410
Printing Press Operators,1.3125,hispanic,39100
Stationary Engineers and Boiler Operators,0.556818182,hispanic,65970
Water and Wastewater Treatment Plant and System Operators,0.551136364,hispanic,50490
Elementary and Middle School Teachers,0.579545455,hispanic,63820
Machinists,0.653409091,hispanic,46120
Parts Salespersons,1.125,hispanic,35220
Real Estate Brokers and Sales Agents,0.607954545,hispanic,66100
"Transportation, Storage, and Distribution Managers",0.982954545,hispanic,103320
Environmental Scientists and Geoscientists,0.704545455,hispanic,85790
Operating Engineers and Other Construction Equipment Operators,0.846590909,hispanic,54210
Special Education Teachers,0.369318182,hispanic,65230
Pest Control Workers,1.051136364,hispanic,39910
"Bookkeeping, Accounting, and Auditing Clerks",0.738636364,hispanic,42960
Secretaries and Administrative Assistants,0.761363636,hispanic,43410
Construction Laborers,2.653409091,hispanic,41730
"Welding, Soldering, and Brazing Workers",1.295454545,hispanic,44800
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",1.414772727,hispanic,35150
Dental Assistants,1.642045455,hispanic,41170
"First-Line Supervisors of Mechanics, Installers, and Repairers",0.914772727,hispanic,70550
"Securities, Commodities, and Financial Services Sales Agents",0.676136364,hispanic,93090
Grounds Maintenance Workers,2.477272727,hispanic,33100
Marketing and Sales Managers,0.505681818,hispanic,144660
Chiropractors,0.363636364,hispanic,85010
Bartenders,0.9375,hispanic,28000
First-Line Supervisors of Non-Retail Sales Workers,0.818181818,hispanic,86180
Surveying and Mapping Technicians,0.619318182,hispanic,48500
Home Appliance Repairers,1.068181818,hispanic,42400
General and Operations Managers,0.710227273,hispanic,123030
Lawyers,0.329545455,hispanic,145300
Emergency Medical Technicians and Paramedics,0.653409091,hispanic,38830
"Helpers, Construction Trades",2,hispanic,34300
Producers and Directors,0.454545455,hispanic,93940
Firefighters,0.659090909,hispanic,54650
Animal Trainers,0.698863636,hispanic,36240
Artists and Related Workers,0.630681818,hispanic,89470
"Chemical Processing Machine Setters, Operators, and Tenders",0.460227273,hispanic,49250
Insurance Underwriters,0.352272727,hispanic,77640
Secondary School Teachers,0.5,hispanic,65850
Construction and Extraction Occupations,2.068181818,hispanic,52580
"Pipelayers, Plumbers, Pipefitters, and Steamfitters",1.539772727,hispanic,58570
Industrial Production Managers,0.619318182,hispanic,115110
Bus and Truck Mechanics and Diesel Engine Specialists,0.801136364,hispanic,50360
Electricians,1.198863636,hispanic,60370
"Painters, Construction and Maintenance",3.153409091,hispanic,44640
Roofers,2.880681818,hispanic,45820
Food Batchmakers,2.056818182,hispanic,33120
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",1.596590909,hispanic,52340
First-Line Supervisors of Construction Trades and Extraction Workers,1.409090909,hispanic,71440
Dental Hygienists,0.642045455,hispanic,77230
Cabinetmakers and Bench Carpenters,1.210227273,hispanic,37620
Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,0.897727273,hispanic,53140
Chief Executives,0.352272727,hispanic,193850
"Sales Representatives, Wholesale and Manufacturing",0.619318182,hispanic,75180
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",1.613636364,hispanic,52520
Millwrights,0.585227273,hispanic,57050
Carpenters,2.119318182,hispanic,52850
Sheet Metal Workers,1.642045455,hispanic,54480
First-Line Supervisors of Police and Detectives,0.318181818,hispanic,94950
Fundraisers,0.295454545,hispanic,62830
"Farming, Fishing, and Forestry Occupations",2.704545455,hispanic,31340
Advertising and Promotions Managers,0.511363636,hispanic,141890
"Cement Masons, Concrete Finishers, and Terrazzo Workers",3.039772727,hispanic,48450
"Religious Workers, All Other",0.471590909,hispanic,39830
Writers and Authors,0.272727273,hispanic,73860
Public Relations and Fundraising Managers,0.079545455,hispanic,132630
Veterinarians,0.090909091,hispanic,104820
Electrical Power-Line Installers and Repairers,0.875,hispanic,71960
Psychologists,0.585227273,hispanic,88770
Cost Estimators,0.460227273,hispanic,71350
Crane and Tower Operators,0.602272727,hispanic,60530
Drafters,0.835227273,hispanic,59480
"Carpet, Floor, and Tile Installers and Finishers",3.392045455,hispanic,46680
Construction Managers,0.789772727,hispanic,105000
"Drywall Installers, Ceiling Tile Installers, and Tapers",3.846590909,hispanic,52190
Editors,0.602272727,hispanic,71910
"Brickmasons, Blockmasons, and Stonemasons",2.142045455,hispanic,55040
Insulation Workers,2.460227273,hispanic,49090
"Directors, Religious Activities and Education",0.761363636,hispanic,50490
Automotive Body and Related Repairers,1.681818182,hispanic,47390
Miscellaneous Agricultural Workers,3.068181818,hispanic,28510
Speech-Language Pathologists,0.380681818,hispanic,82000
Aircraft Pilots and Flight Engineers,0.125,hispanic,152610
Tool and Die Makers,0.193181818,hispanic,54980
"Farmers, Ranchers, and Other Agricultural Managers",0.323863636,hispanic,80360
Veterinary Assistants and Laboratory Animal Caretakers,0.210227273,hispanic,29690
